controller,tier,condition,seed,trial_seed,success,collision,path_length,time_to_goal,min_clearance,steering_smoothness,final_goal_distance,steps
D_nsga2_flc,dense,faulty,8,43194,False,True,82.0,400,2.1060794504030653,7.505694422322039,72.01710909515637,41
D_nsga2_flc,dense,faulty,9,76840,False,True,32.0,400,1.831908380048134,14.407043139077933,87.25313423397539,16
D_nsga2_flc,dense,faulty,10,827195,False,True,74.0,400,3.360672559585432,7.749130915480131,48.080103563405515,37
D_nsga2_flc,dense,faulty,11,891107,False,True,46.0,400,2.1390651054629024,7.26388677400778,90.10218160256701,23
D_nsga2_flc,dense,faulty,12,419585,False,True,94.0,400,2.586892088031753,4.465001568349015,82.01969646438582,47
D_nsga2_flc,dense,faulty,13,197278,False,True,74.0,400,2.0032395351096297,12.770164183100263,73.73251510108467,37
D_nsga2_flc,dense,faulty,14,662269,False,True,102.0,400,1.5250827356846104,4.504526881510406,45.02187792930168,51
E_ann_imitator,sparse,clean,0,404653,False,True,222.0,400,1.7572304554866176,3.357887983299514,61.3790877418858,111
E_ann_imitator,sparse,clean,1,215753,False,True,100.0,400,1.689306900075749,6.113133411103048,90.98415207012269,50
E_ann_imitator,sparse,clean,2,944924,False,True,210.00000000000003,400,1.964058495310782,3.1527587226144003,78.35807966799234,105
E_ann_imitator,sparse,clean,3,12413,False,True,110.0,400,2.5580812913459225,5.220576302323191,86.33895806235874,55
E_ann_imitator,sparse,clean,4,839153,False,False,800.0,400,5.838251348674256,2.537576064115533,70.0015084263324,400
E_ann_imitator,sparse,clean,5,26206,False,True,103.99999999999999,400,1.702862252014957,5.9942376830593735,68.75594825912523,52
E_ann_imitator,sparse,clean,6,85702,False,True,488.0,400,1.5555721339944921,3.6645303397092346,41.08075089853841,244
E_ann_imitator,sparse,clean,7,720542,False,True,413.99999999999994,400,2.0132035870946248,2.7328235506599468,40.166304344881205,207
E_ann_imitator,sparse,clean,8,43194,False,True,632.0,400,2.826382546656452,3.020209985543981,55.85323484414642,316
E_ann_imitator,sparse,clean,9,76840,False,True,576.0,400,1.6048381666379452,3.456029749045792,63.19509298504108,288
E_ann_imitator,sparse,clean,10,827195,False,False,800.0,400,3.7669684861662365,3.812423452522329,64.65162764110454,400
E_ann_imitator,sparse,clean,11,891107,False,True,114.0,400,2.308975788255399,3.118459200725274,54.232757542741794,57
E_ann_imitator,sparse,clean,12,419585,False,True,484.0,400,2.505075876089947,2.9788134702685443,73.73837818180418,242
E_ann_imitator,sparse,clean,13,197278,False,True,48.00000000000001,400,2.117573429982646,8.414328897309483,70.92442733234735,24
E_ann_imitator,sparse,clean,14,662269,False,True,96.00000000000001,400,1.5915146763119108,3.8775519017699813,91.02145839748829,48
E_ann_imitator,sparse,faulty,0,404653,False,True,184.0,400,2.505307267352792,2.0461154348114907,72.45915980581105,92
E_ann_imitator,sparse,faulty,1,215753,False,True,86.0,400,1.7133735692970493,6.604560254176182,97.68321049482407,43
E_ann_imitator,sparse,faulty,2,944924,False,True,224.0,400,3.010355014417076,6.757832191496964,78.35276639762316,112
E_ann_imitator,sparse,faulty,3,12413,False,True,98.0,400,2.4146864943736888,16.563902040219972,90.84154450730813,49
E_ann_imitator,sparse,faulty,4,839153,False,True,82.0,400,3.454812280671157,7.5783842010459646,38.29272574297701,41
E_ann_imitator,sparse,faulty,5,26206,False,True,90.0,400,2.2089549692989334,5.665495527037672,71.96812727227254,45
E_ann_imitator,sparse,faulty,6,85702,False,True,474.0,400,2.9518223086655144,4.247881588294213,39.97682543785857,237
E_ann_imitator,sparse,faulty,7,720542,False,True,105.99999999999997,400,3.239835813837158,2.967871804913998,44.790469631706586,53
E_ann_imitator,sparse,faulty,8,43194,False,True,628.0,400,2.149550138260362,2.812345811152239,22.60468157304595,314
E_ann_imitator,sparse,faulty,9,76840,False,True,352.0,400,1.6155177728871826,6.493321123632331,62.98980076437686,176
E_ann_imitator,sparse,faulty,10,827195,False,True,344.0,400,1.975437828054752,4.909184459218185,94.70796260496223,172
